CompanyCd,CompanyNm,companyPartNames,ceoNm
20060391,(주)부산흥업,배급사,남정조
20040103,(주)부천엔터미디어,제작사,박광천
20061402,(주)뷰맥스,상영업,이규범
20050035,(주)뷰월드,제작사,송병현
20040032,(주)브라보엔터테인먼트,"제작사,저작권관련사",박재형
20060088,(주)브런치필름,"제작사,저작권관련사",박성근
20062991,(주)브로드웨이식스,상영업,김용남
20063078,(주)브이스튜디오,"제작사,배급사",목기수
20062346,(주)브이쓰리아이 ,"제작사,배급사,상영업",이용범
20062334,(주)블라인드프로덕션,제작사,김두헌 외 1인
20062311,(주)블루캡슐,제작사,유선진
20060328,(주)블루패밀리,"제작사,배급사,수입사",김대훈
20061819,(주)블루피쉬미디어,제작사,박준형
20062477,(주)비디오슈퍼마켓,제작사,홍영승
20060546,(주)비벨,제작사,서현민
20060023,(주)비손픽쳐스 ,제작사,임원식
20062503,(주)비앤엠 ,상영업,강명구 
20062310,(주)비앤피필름,제작사,김종권
20063076,(주)비오비시네마,"제작사,배급사",조성우
20060321,(주)비젼그래픽스,"제작사,배급사,수입사",박종모
20062803,(주)비즈스타엔터테인먼트 ,제작사,와까스키마사아끼
20060022,(주)비파와수금미디어,제작사,윤원태
20062505,(주)빅브라더픽쳐스 ,"제작사,배급사,수입사",민병현
20030155,(주)빌리브필름,제작사,장현숙 
20062964,(주)빌리지엔터테인먼트,제작사,한현정
20062130,(주)빌젠,제작사,임창석
20062655,(주)사과나무픽쳐스 ,제작사,윤신애
20060438,(주)삼륭교역,제작사,박재영
20062024,(주)삼미씨엠씨,"제작사,배급사,수입사",박혜용
20060336,(주)삼양씨엔씨,상영업,양영석
20060734,(주)삼화프로덕션,수입사,신현택
20060186,(주)서울광연,제작사,손경원
20060081,(주)서울무비웍스,제작사,최건호
20030069,(주)선인장 ,제작사,은경표
20061495,(주)성락프로덕션,제작사,김성문
20061414,(주)성산시네마,상영업,최성학
20062286,(주)성상올인원,제작사,안동옥
20040023,(주)성우에이아이,제작사,김명순
20061599,(주)세도나미디어,"제작사,배급사,수입사",김영진
20062919,(주)세이커뮤니케이션,제작사,전호일
20062712,(주)소울엔젤스스튜디오,"제작사,수입사",김효진
20062686,(주)솔강,"제작사,배급사,수입사,상영업",진원
20061375,(주)솔빛광고기획,"제작사,배급사,수입사",박춘배
20062025,(주)쇼플레이,제작사,임동균
20060371,(주)숭문상가,상영업,최상균 외 1명
20062487,(주)슈퍼맨미디어,제작사,박상준
20061606,(주)스케치북,제작사,주동우
20040171,(주)스타라인엔터테인먼트 ,제작사,전두수 
20062997,(주)스타브라더스이엔티,제작사,김정현
20061962,(주)스타산지,"제작사,배급사,수입사",양효선
20060704,(주)스타식스코리아,상영업,이승헌
20050164,(주)스타페스티발,제작사,심규철
20062699,(주)스토리앤드조이,제작사,정재호
20061993,(주)스토리웍스,"제작사,배급사,수입사,상영업",김재현
20062509,(주)스튜디오모멘텀,제작사,장광훈
20062338,(주)스튜디오카브,제작사,김신화
20030028,(주)스틸영픽처스,"제작사,수입사",주정훈
20061892,(주)스파밸리,상영업,홍호용
20040069,(주)스피어픽쳐스,제작사,금호섭 
20060350,(주)시네마강남,상영업,최용원
20030004,(주)시네마동,"제작사,수입사",백경숙
20061644,(주)시네마캠프,"배급사,상영업",이영진
20060705,(주)시네마큐,상영업,경흥윤
20060017,(주)시네마피아,제작사,이석우
20050172,(주)시네매트릭스,제작사,박광춘
20060192,(주)시네파크,제작사,박건섭
20040205,(주)시네펀,제작사,조설호
20060108,(주)시놉시스,제작사,이지나
20040112,(주)시스코스 ,제작사,김양순
20050018,(주)시월시네마 ,제작사,이채관
20050005,(주)시이선엔터테인먼트 ,제작사,박영철
20050198,(주)시크릿베이스,제작사,이종훈
20061688,(주)신라픽쳐스,제작사,임수헌
20060528,(주)신송기획,배급사,박재근
20062275,(주)신우피닉스,상영업,이승수
20050044,(주)신일로스코,제작사,이정훈 
20061419,(주)썬월드엔터테인먼트,상영업,오영준 외 1인
20063198,(주)쓰리디자인,제작사,류건일
20062691,(주)씨나드,제작사,정명수 
20020084,(주)씨네마라인,"제작사,상영업",김희찬 
20050055,(주)씨네마루픽쳐스 ,제작사,김기만 
20061586,(주)씨네마벨,제작사,홍진원
20060745,(주)씨네마씨티,제작사,조영이
20060761,(주)씨네매드,상영업,신재훈
20040080,(주)씨네메카엔터테인먼트 ,"제작사,배급사,수입사",박도준 
20061101,(주)씨네미디어이십일,제작사,황창선
20061872,(주)씨네스타,상영업,김재현
20061796,(주)씨네스페이스,제작사,유승희
20061663,(주)씨네시티부산,상영업,김현숙
20020193,(주)씨네유,"제작사,상영업",장주형
20062961,(주)씨네익스프레스,"제작사,배급사,수입사,상영업",김정임
20030172,(주)씨네캐슬,제작사,류용진
20040119,(주)씨네터 ,제작사,차성호
19990114,(주)씨네테크,제작사,박공서
20062200,(주)씨네투엠,"제작사,배급사,수입사,상영업",안미라
20030124,(주)씨네팜,제작사,이선복
20060334,(주)씨네플랜,상영업,박광선
20040014,(주)씨네홀릭,"제작사,수입사",박수민
20062331,(주)씨비프로덕션,제작사,문철배
20062718,(주)씨샵이엔티 ,"제작사,수입사",양승우 
20061808,(주)씨앤피미디어,"제작사,수입사",조정현
20062258,(주)씨앤피전략그룹,제작사,이석기
20062949,(주)씨타그린빈,제작사,정종성
20060314,(주)씨티극장,상영업,김찬유
20050167,(주)아나필름,제작사,소용환
20060547,(주)아라리오,상영업,김충태
20062943,(주)아라비젼,제작사,이기호
20040085,(주)아르고픽처즈코리아,수입사,김승
20062332,(주)아름다운혜윰,수입사,홍순규
20062805,(주)아리엘커뮤니케이션,"제작사,배급사",박준식
20063183,(주)아메바컬쳐,제작사,고경민
20061857,(주)아미식품,상영업,최춘자
20062984,(주)아산엠인터내셔널,상영업,이상용
20040130,(주)아시아뉴웨이브컴파니 ,제작사,강성모
20062832,(주)아이디미디어,제작사,안비오
20061865,(주)아이리스멤버스,제작사,김옥경
20040172,(주)아이리스필름,제작사,정순애 
20062678,(주)아이맥파트너스,제작사,조성철
20020164,(주)아이비에이인코리아 ,제작사,배덕규
20030067,(주)아이스타시네마 ,제작사,이주영
20060098,(주)아이씨플러스,제작사,이상준
20040077,(주)아이작필름,제작사,이민용
20030085,(주)아이캔디엔터테인먼트 ,수입사,황정욱
20060439,(주)아이투아이,제작사,정충국
20063068,(주)아인스에스엔엠,"제작사,배급사,수입사",지미향
20060435,(주)아카데미시네마,상영업,강용석
20040132,(주)아크스튜디오 ,제작사,최재진 
20060205,(주)아태필름,제작사,문경석
20061732,(주)아토아트알엔엑스,제작사,장혜순
20062269,(주)아티산엔터프라이즈,"제작사,수입사",정지환
20060200,(주)아티스틱미디어,제작사,나일영
20062203,(주)안산저널,"제작사,배급사,수입사,상영업",김민태
20060044,(주)알라딘픽쳐스,제작사,전대일
20060624,(주)알부스,제작사,하광휘
20061945,(주)알앤씨,상영업,이대성
20060064,(주)알앤아이미디어,제작사,이재혁
20061693,(주)알프스미디어 ,제작사,편석현
20050050,(주)알피엔터테인먼트,제작사,강대국
20060887,(주)애니빌,제작사,이안근
20062537,(주)애니이십일,제작사,최종삼
20060926,(주)애드캡슐픽스,제작사,김명호
20061674,(주)애스파크 ,상영업,정상진
20050025,(주)액터미디어랩,제작사,강희덕
20062989,(주)앤미디어,"제작사,배급사,수입사",강동길
20050059,(주)앤케이디홀딩스,제작사,심상훈
20050238,(주)야설록프로덕션,제작사,최재봉 외 1인
20060026,(주)어드벤스비지네스네트워크코리아,제작사,김유석
20062848,(주)어뮤즈파이낸싱,"제작사,배급사",강해영
20062921,(주)에스브로텍,제작사,안경환
20061686,(주)에스앤에이픽쳐스,"제작사,수입사",손동주
20062072,(주)에스에이치엔터테인먼트,"제작사,배급사,수입사",신상한
20063069,(주)에스에이치픽쳐스,"제작사,배급사,수입사,상영업",최성환
20062491,(주)에스에프스튜디오 ,제작사,김선구
20061983,(주)에스에프이노베이션,제작사,이상현
20050093,(주)에스엔씨미디컴,제작사,김종희
20050037,(주)에스엠픽쳐스,"제작사,배급사,수입사",한세민
20060686,(주)에이디엔터테인먼트,상영업,심현주
20061681,(주)에이보노,제작사,김병기
20060051,(주)에이션픽쳐스,제작사,송춘식
20030063,(주)에이스미디어프로덕션,제작사,홍금례
20062096,(주)에이슨,"제작사,배급사,상영업",소진
20030160,(주)에이앤디코리아,"배급사,수입사",이상용
20030016,(주)에이앤비통상,제작사,김성길
20030193,(주)에이전트웹 ,제작사,임용주
20030005,(주)에이치디뱅크,제작사,백재룡
19990161,(주)에이치에스애드,제작사,김종립
20061866,(주)에이치에스피르마,제작사,아랑고안나
20060033,(주)에이치팜픽처스,제작사,이임주
20061950,(주)에이치팜픽처스,제작사,이임주
20062588,(주)에이트픽스,제작사,원주한
20061924,(주)에이티엠모션와이드,제작사,김상중
20050225,(주)에이플러스엔터테인먼트,제작사,김희욱
20060122,(주)에이픽쳐스,제작사,정용진
20060663,(주)에프엠지엔터테인먼트,제작사,김광섭
20062044,(주)엑스씨씨,"제작사,배급사,수입사",홍정봉
20063164,(주)엔베스트먼트,제작사,이승석
20030047,(주)엔씨네미디테인먼트,"제작사,수입사",이도균
20060454,(주)엔엠필름,"제작사,배급사,수입사",송재언
20061783,(주)엔이오씨네마8,상영업,김성수
20062840,(주)엔터테인먼트 모세,제작사,노동현
20050122,(주)엔터파워,제작사,홍석호
20060111,(주)엘케이제작단,제작사,이선미
20030097,(주)엠디마이스터,제작사,안재홍
20062227,(주)엠디씨네마프로덕션(씨너스명동),상영업,이준섭
20062506,(주)엠분의일무비,"제작사,배급사,수입사",최융환
20060621,(주)엠브이케이,상영업,이흥춘
20040122,(주)엠에프엔,수입사,박정환
20062213,(주)엠엠씨,수입사,강승완
20040081,(주)엠오즈 ,제작사,김종욱
20030023,(주)엠유스타,제작사,서영식
20040192,(주)엠이즈 ,제작사,김도연 
20020181,(주)엠제이필름,"제작사,배급사,수입사",이민희
20061715,(주)엠케이두손코리아,제작사,김명숙
20062529,(주)엠케이써브,상영업,이동림
20061884,(주)엠큐필름,제작사,유영민
20062914,(주)엠파크,상영업,김남렬
20050148,(주)여리인터내셔널,제작사,정용식
20040142,(주)열음사 ,제작사,이서군 
20061489,(주)영상이십일세기프로덕션,제작사,나정필
20040034,(주)영상프라자 ,"제작사,수입사",오병노
20062957,(주)영화사 금은방,"제작사,배급사,수입사",김경희
20062910,(주)영화사 도담,"제작사,배급사,수입사",나관
20030107,(주)영화사꿈 ,제작사,신우성
20050160,(주)영화사눈,"제작사,수입사",김대용
20030092,(주)영화사랑 ,제작사,김창경
20061703,(주)영화사류,제작사,김미혜
20040114,(주)영화사아라 ,제작사,정혜련
20050016,(주)영화사이산,제작사,유정호
20061966,(주)영화사작당,"제작사,수입사",이진교
20050056,(주)영화사태감 ,제작사,이혁재
20050134,(주)영화사풍류당,제작사,이승엽
20050107,(주)영화사황금나비 ,제작사,현충렬 외 1인
20050224,(주)영화사휘파람,제작사,김희욱
20061906,(주)영화처럼,제작사,장덕근 외 1인 
20050158,(주)예봄미디어,"제작사,수입사",김남호
20062107,(주)예음엔터테인먼트,제작사,권병헌
20061486,(주)옐로우앤실리샌드,제작사,오민호
20040025,(주)오렌지필름,제작사,이명주
20062822,(주)오름에스엔제이 ,"제작사,배급사,수입사",김석우 
20063207,(주)오션드라이브엔터테인먼트,제작사,양중경
20062262,(주)오션망고코리아,"제작사,배급사",원인섭
20040187,(주)오션픽쳐스 ,"제작사,배급사,수입사",김동근
20061786,(주)오션필름,"제작사,배급사",정태운
20061905,(주)오엔엔 엔터테인먼트,"제작사,배급사,수입사",송재언
20062534,(주)오엠오타쿠,상영업,김학규
20050204,(주)옥탑시네마 ,제작사,이승진
20060092,(주)올댓아이엔터테인먼트,제작사,고영춘
20060137,(주)올리브 커뮤니케이션,"제작사,수입사",김순년
20060095,(주)와이스톤,제작사,고만석
20040005,(주)와이이지,제작사,고승욱
20062129,(주)와이즈비티커뮤니케이션즈,제작사,장미희
19990199,(주)와일드옥스엔터프라이즈 ,제작사,김혁
20060763,(주)요기배,상영업,구자선
20030122,(주)우리영화사,배급사,정 묵 
20000006,(주)우정엔터테인먼트,"제작사,배급사,수입사",장환수
20062874,(주)울림엔터테인먼트,제작사,이중엽
20061478,(주)움직일동,제작사,박준형
20030199,(주)원케이네트웍스 ,제작사,최성욱
20062276,(주)월드시네마,상영업,편종확
20061403,(주)월드에스,상영업,김병국
20061405,(주)월드인프라,상영업,김병국
20061902,(주)웨하스엔터테인먼트,제작사,전혜준
20030171,(주)웰컴이오,제작사,오인하
20063039,(주)위키픽쳐스,제작사,박나나
20060062,(주)위풍당당,제작사,"양근찬, 정상훈"
20061381,(주)유나이티드아티스트,"제작사,배급사,상영업",곽호영
20062548,(주)유니버샬미디어,제작사,이춘희
20060756,(주)유니버설뮤직,수입사,김성봉
20063201,(주)유니버셜투자,제작사,오용택
20061798,(주)유니트픽쳐스,제작사,최계훈
20061054,(주)유성시네마,수입사,김언태
20040082,(주)유앤아이시네마 ,제작사,유희숙
20000207,(주)유에스티,제작사,김정순
20040121,(주)유에프오스튜디오 ,제작사,하동기 
20060854,(주)유진텍코퍼레이션,"수입사,상영업",이준호
20040150,(주)유토피아캐슬픽쳐스,제작사,이순호 
20062141,(주)유피피 코리아,제작사,강지철
20060048,(주)유피피코리아,제작사,강지철
20060702,(주)유한픽쳐스,"제작사,배급사",김영완
20040101,(주)윤스칼라 ,제작사,박인택 
20062408,(주)이라이트비전,제작사,이인수
20061742,(주)이벤트갤러리커뮤니케이션,상영업,장선균
20060001,(주)이삭필름,제작사,최혜영
20000028,(주)이수영상,"제작사,수입사",이원재
20060063,(주)이아이앤에스,"제작사,배급사,수입사",윤덕용
20061501,(주)이앤조이엔터테인먼트,제작사,이군호
20061795,(주)이에스에스프로덕션,제작사,변성광
20040154,(주)이에스엠네트웍스 ,"제작사,수입사",유재환
20040040,(주)이에스엠씨,"제작사,수입사",정의석
20062659,(주)이엑스스타 ,"제작사,수입사",김봉남
20050130,(주)이엔엔터테인먼트,"제작사,수입사",조병연
20030060,(주)이오필림,제작사,오덕재 
20060114,(주)이지엠웍스,제작사,김승호
20061696,(주)익슬란,제작사,박혁영
20050079,(주)인디고필름,"제작사,수입사",윤종윤
20061741,(주)인베스티움,상영업,전병혁
20050197,(주)인터비전에이치,제작사,조영진
20063260,(주)인터콘미디어,"제작사,배급사",김용만
20040159,(주)인터클릭 ,"제작사,수입사",김도훈 
20030041,(주)인터프로엠,수입사,최영민
20030068,(주)인텐피아 ,제작사,윤진호
20030130,(주)인필림앤컴,"제작사,배급사,수입사",김성민
20062461,(주)인하우스 ,제작사,조현덕
20061854,(주)인하우스엔터테인먼트,제작사,김관민
20060366,(주)인화,상영업,김석영
20060206,(주)일목필름,제작사,이정의
20040076,(주)임프레션피델리티 ,제작사,남궁 연 
20060072,(주)잉스랜드,제작사,정재환
20061801,(주)자드미디어웍스,"제작사,배급사",오경묵
20060456,(주)자유극장,상영업,이석근
20062556,(주)자유샘,제작사,황미숙
20050137,(주)자유필름,제작사,임상욱
20060430,(주)재인필림,배급사,정승식
20060116,(주)쟁이픽쳐스,제작사,이성훈
20063061,(주)전라도시앤시,제작사,장현필
20062326,(주)전주일보,제작사,임용택
20060819,(주)정선파킹시스텀,수입사,김기영
20060124,(주)정아엔터테인먼트,수입사,정도선
20060107,(주)정인프로덕션,제작사,윤현묵
20063079,(주)제니스타,상영업,이관우
20061598,(주)제니픽쳐스,제작사,유중보
20050073,(주)제이디미디어,제작사,김재덕
20050155,(주)제이스픽쳐스,제작사,이재승
20040056,(주)제이시인피니티,제작사,정창근 
20062012,(주)제이앤에이치스타 엔터테인먼트,"제작사,배급사,수입사,상영업",전장우
20050235,(주)제이앤에이치필름,제작사,이호성
20062540,(주)제이앤케이시네마,상영업,남재신
20030110,(주)제이에스티,제작사,박인수
20060629,(주)제이원프로,제작사,조영옥
20060971,(주)제이제이픽쳐스,제작사,이병욱
20050121,(주)제이픽쳐스,제작사,이관우
20060484,(주)제일시네마,상영업,성광옥
20061953,(주)제임스앤컴퍼니,"제작사,홍보사",오승현 
20063226,(주)제주넷,"제작사,배급사",김영익
20060400,(주)좋은친구들,상영업,김태형
20040180,(주)주연엔터테인먼트 ,제작사,이갑성
20060010,(주)준미디어인,제작사,양해준
20060811,(주)준필림,"제작사,배급사,수입사",강남형
20061607,(주)줄라이필름,제작사,조능연
20061591,(주)지네딘,제작사,박흥식
20060743,(주)지맥영화,수입사,강휘영
20050084,(주)지아이지엔터테인먼트,제작사,이현주
20061807,(주)지앤지엔터테인먼트,"제작사,배급사",정극포
20050199,(주)지티엔터테인먼트,제작사,정희제 
20061870,(주)지피워크&#49406;,제작사,강석현
20010156,(주)진커뮤니케이션,제작사,이성구
20063165,(주)진프로,"제작사,배급사,수입사",최병집
20063200,(주)찹스틱프로덕션,"제작사,배급사",이준현
20063186,(주)창비엔터테인먼트,제작사,주훈
20050112,(주)창픽쳐스,제작사,윤홍승
20062233,(주)채플린엔터테인먼트,제작사,윤치원
20062307,(주)천상엔터테인먼트,"제작사,수입사",최광호
20060651,(주)천일개발,상영업,배영환
20040199,(주)천지인엔터테인먼트,제작사,김인자 
20062066,(주)청개구리픽쳐스,제작사,김성수
20061488,(주)청폐,제작사,허지영
20062889,(주)체어스컨텐츠라인,제작사,이항규
20030197,(주)체크독엔터테인먼트 ,제작사,신성훈 
20062458,(주)충남콘텐츠컴퍼니,"제작사,배급사",황휘건
20060421,(주)충정로 미디어,제작사,이앙
20060447,(주)치우엔테테인먼트,제작사,오정국
20030192,(주)카먼그라운드 ,"제작사,수입사",고영환
20061104,(주)카일라스,제작사,허 승
20060067,(주)카카필름,제작사,주정수
20062032,(주)캔나우,수입사,최정호
20061852,(주)캔필름,제작사,최지용
20061684,(주)컴트루픽쳐스,"제작사,상영업",오주연
20062290,(주)케이드림,제작사,김동경
20000027,(주)케이라인미디어 ,"제작사,배급사",김용국
20050058,(주)케이에이씨엔터테이먼트,제작사,김상록
20030134,(주)케이원필름,제작사,최석민
20060751,(주)켓츠넷,상영업,이현만
20062119,(주)코디아디지털커뮤니케이션,"배급사,수입사",고병수
20050232,(주)코로나엔터테인먼트,제작사,김동경
20060735,(주)코리아,상영업,김광삼
20040065,(주)코리아센터닷컴,제작사,김기록
20062013,(주)코리아필름엑스포,"제작사,배급사,수입사",김정철
20060326,(주)코아토탈시스템,상영업,임상백 외 1인
20063080,(주)코콘그룹,"배급사,수입사",백종성
20062836,(주)코콘그룹,제작사,백종성
20061834,(주)콜롬버스시네마,상영업,신승기
20060148,(주)쿠엔필름,제작사,구본한
20060340,(주)큐앤에스,상영업,최웅수
20060731,(주)크레온디자인,상영업,이현만
20062707,(주)크레용필름,제작사,김선아
20061751,(주)크리스천투데이,"배급사,수입사",임성수
20061887,(주)크리에이티브이미지컴퍼니,제작사,김기태
20060376,(주)클래식시네마오즈,"배급사,수입사",정혜경
20061285,(주)클레오엔터테인먼트,제작사,윤한호
20050108,(주)키노스인터내셔널,제작사,김형준
20062112,(주)킴스시네마,제작사,김종근
20062489,(주)타임웍스,상영업,김윤섭
20062256,(주)태광기획공간,"제작사,배급사,수입사",김진엽
20061706,(주)태동아이텍,제작사,오성경
20061978,(주)태성,"제작사,배급사",남태희
20030078,(주)터틀이엔티,제작사,신운철 
20040041,(주)테마비전,제작사,박경근 
20061838,(주)토로스시네마,상영업,문승희
20050024,(주)토마스나인티나인,제작사,김성빈
20030128,(주)토탈플래닝,제작사,홍순용
20062710,(주)토픽스필름,제작사,오정민
20060437,(주)투데이 엔터테인먼트,"제작사,수입사",문희랑
20050078,(주)투스텝엔터테인먼트,제작사,유정수
20062202,(주)투에이치텔레콤,상영업,구옥희
20061678,(주)트라움하우징,상영업,오명길
20050132,(주)트라이언픽쳐스,제작사,이창수
20062714,(주)트레일링노트 ,제작사,이창훈
20062140,(주)트리스타,상영업,길창영
20030038,(주)트리코상사,수입사,김완희
20030166,(주)티씨브로드밴드시스템스 ,제작사,김인용
20062288,(주)티엠픽쳐스,제작사,김용수
20030058,(주)파라다이스미디어아트 ,"제작사,배급사,수입사",백준호 
20063014,(주)파란별미디어,"제작사,배급사",한성
20061484,(주)파랑새 엔터테인먼트,제작사,양미혜
20062010,(주)파우더엔터테인먼트,"제작사,수입사",이휘주
20040072,(주)파운튼,수입사,김현수
20062539,(주)파이스트픽처스,배급사,김상헌
20060036,(주)파이픽쳐스,제작사,박만창
20050146,(주)파티엔터테인먼트,제작사,김상완 
20020093,(주)파파빙고,제작사,이상구
20062520,(주)판토마,제작사,고형욱
20030042,(주)팡고엔터토이먼트,제작사,문제대 
20040079,(주)패밀리엔터테인먼트 ,제작사,김윤자 
20040038,(주)퍼그 ,제작사,한봉영
20050212,(주)퍼니팩토리엔터테인먼트 ,제작사,엄흥식
20030178,(주)퍼즐필름,"제작사,수입사",박현복
20063082,(주)펜타컴,제작사,정병석
20061673,(주)펠릭스마운틴프로덕션,"제작사,배급사",김상헌
20061746,(주)평일기획,제작사,김석병
20063227,(주)포도,"제작사,배급사",고창완
20063004,(주)포럼디에스엠,제작사,김인대
20040099,(주)포우엔터테인먼트테크놀러지 ,제작사,정선일 
20030191,(주)포이보스,제작사,임성근
20062139,(주)폭스존시네마,상영업,권재구
20062201,(주)폴라렉스시네마,상영업,박두석
20040108,(주)폴라리스엔터테인먼트 ,제작사,원주한 
20062223,(주)푸른곰팡이필름,"제작사,배급사",김지훈 외 1인
20062671,(주)퓨처필름,제작사,이창세
20062320,(주)퓨쳐팩토리,제작사,홍준표
20030065,(주)프라임필름네트웍,"제작사,수입사",이경수
20061384,(주)프렌즈엔터테인먼트,수입사,최경준
20062231,(주)프로덕션 바비 ,제작사,허웅
20030190,(주)프로젝트그룹 ,제작사,김영외 1인
20030173,(주)플라이이십일엔터테인먼트,제작사,황재민 
20040094,(주)플라잉피그,제작사,김민
20062993,(주)피쉬엔케익뮤직,제작사,한성호
20061491,(주)피에프피,제작사,김재원
20030012,(주)피엠지엔터테인먼트,"제작사,배급사,수입사",지정삼
20030141,(주)피케이엔터테인먼트,제작사,박순성
20062804,(주)필름걸,제작사,위영숙
20000279,(주)필름나인,제작사,주성숙
20020121,(주)필름북,제작사,김경용
20040083,(주)필름사공일 ,제작사,서 정 
20040062,(주)필름숲 ,제작사,하상원
20062911,(주)필름치어스,제작사,남상국
20062206,(주)필름컴퍼니호박,제작사,노승자
20062104,(주)필름쿡,제작사,조성진
20030123,(주)필름크루,제작사,김용도
20061895,(주)필시네마,상영업,이종민
20062549,(주)하나필름 ,제작사,황경준 외 1인 
20060034,(주)하늘별,제작사,박유훈
20062952,(주)하늘연못픽쳐스,"제작사,배급사",김대차
20063022,(주)하늘연못픽쳐스,"제작사,배급사",김선웅
20030055,(주)하루엔터테인먼트 ,제작사,김영배
20062322,(주)하우시네마 ,상영업,박병옥
20062661,(주)하이픽쳐스 ,제작사,이형
20061498,(주)하일엔터테인먼트,제작사,박성준
20050043,(주)한국가톨릭영상사업단 ,제작사,윤원일
20062120,(주)한국문화세상,제작사,태춘화
20061922,(주)한국방송미디어,제작사,최한성
20062298,(주)한국에이치디방송,"제작사,배급사,수입사",조진영
20063196,(주)한국에프엔이알,제작사,심원오
20030006,(주)한국유비쿼터스,제작사,송기만
20060155,(주)한빛영화사,"제작사,수입사",손만호
20060443,(주)한일영화사,제작사,조임희
20060457,(주)한주월드시네마,제작사,박순근
20060654,(주)한화육삼시티,"제작사,배급사,수입사,상영업",정이만
20061730,(주)할로윈피앤에프,제작사,김원식
20061493,(주)해솔 엔터테인먼트,제작사,김종식
20062240,(주)행진엔터테인먼트,제작사,서동재
20050141,(주)향기원,제작사,공용철
20062054,(주)허리우드극장,"배급사,수입사,상영업",김은주
20062683,(주)허브시네마,제작사,윤석준
20062688,(주)호타로소프트 ,제작사,고경민
20062049,(주)화양연화,제작사,변용준
20050012,(주)화이트리시네마,제작사,이영자 
20060440,(주)화이트리엔터테인먼트,"제작사,배급사",이동권
20040155,(주)황룡픽쳐스,제작사,권태형
20050071,(주)휘커뮤니케이션,수입사,박용수
20050180,(주)휴먼스토리인필름,제작사,김홍백 
20060403,(주)희망백화점,상영업,황석원
20061877,(주)힙미디어,제작사,김민정
20060570,(합)대왕흥업,상영업,안양환
20060574,(합)안동극장,상영업,조동휘
20060594,(합명)진주극장,상영업,윤기열
20040198,1968몽키즈필름,제작사,신현준 
20061694,20%Communication,제작사,송복남
20062133,24시실내자동차극장 ,상영업,신재홍
20062354,"Bitters End, Inc.",제작사,
20062893,CM인터렉티브,"제작사,배급사",김진호
20061702,FIRE AND SNOW,제작사,최진희
20062079,G&D,제작사,임병학
20063243,H.F.G엔터테인먼트,"제작사,배급사",한상훈
20063241,HY Films,제작사,
20063248,HnB 픽쳐스,제작사,최재훈
20060555,JJ프레젠트,상영업,장기봉
20062898,L.Pictures,제작사,박정규
20063290,MBIAS필름,제작사,한상민
20063281,N STAR N PICTURES,제작사,
20063277,Nameless Films,제작사,
20060369,P.O.M파워오브무비,"제작사,배급사",윤한철
20061321,R&I 애드벌룬,홍보사,
20063191,S&A Pictures,"제작사,배급사,수입사,상영업",세뮤얼성우안 
20060807,SB 엔터테인먼트,수입사,김남희
20062444,SID - PPL,홍보사,
20061765,TestCompany,제작사,
20061071,㈜가람코리아,상영업,김석철
20061120,㈜거제문화영상,상영업,박길복
20061134,㈜거창건설산업,상영업,김양태
20060436,㈜경덕,상영업,한현덕
20061160,㈜골드 매니지먼트 컨설팅,상영업,이대웅
20061334,㈜금강엔터테인먼트,제작사,김현수
20060856,㈜금소리,상영업,이병한
20061169,㈜금송,상영업,안경철
20060985,㈜나온씨네마서비스,상영업,고한상
20061077,㈜남상,상영업,신장용
20060917,㈜넥스트이엔티,상영업,임정임
20060888,㈜다움,상영업,황병화
20061158,㈜단성시네마,상영업,정태자
20061124,㈜대구시네마,상영업,강용석
20061056,㈜대영시네테크,상영업,김순국
20061002,㈜대영에이.엠.씨,상영업,유두열
20061086,㈜대우씨앤디(CINUS 안산),상영업,이상섭
20061006,㈜대정,상영업,이경석 외 1인
20061004,㈜대창시네마,상영업,신수철
20061277,㈜더블유앤더블유엔터테인먼트,제작사,최기순
20060776,㈜동보,상영업,이 양
20061065,㈜두손시네마,상영업,안익환
20061279,㈜드림플러스,제작사,김근철
20061125,㈜디플러스무비,상영업,이진현
20061290,㈜딴생각,제작사,홍성작
20062940,㈜램텍커뮤니케이션즈,홍보사,
20061347,㈜레오파드엔터테인먼트,제작사,원상연
20061067,㈜리노,상영업,문태호
20061224,㈜리치플러스,상영업,송윤권
20060939,㈜매드나인,상영업,김희정
20060951,㈜메가넥스,"제작사,배급사,수입사,상영업",조상현 
20061032,㈜메가라인마산,상영업,이상경
20061153,㈜메가라인세븐,상영업,노진국
20060980,㈜메가스크린,상영업,이상섭
20061245,㈜모닝캄필림,수입사,문종금
20060689,㈜모션일공일,"제작사,배급사",김우택
20060584,㈜문시네마,"제작사,배급사,수입사",문인탁
20061289,㈜뮤땅트,제작사,조지홍
20061128,㈜미강산업개발,상영업,김희찬
20060924,㈜미르코리아,상영업,신장섭
20061185,㈜미션일공일,수입사,김우택
20061082,㈜박스인시네,상영업,김선욱
20060845,㈜백상,상영업,박철진
20060703,㈜베스트파이브필름,"제작사,배급사,수입사",권오성
20060950,㈜보문,상영업,강용중
20060818,㈜브로드웨이앤파트너스,상영업,김호준
20061187,㈜비에스스타엔터테인먼트,"제작사,수입사",이병근
20061295,㈜빛모림,제작사,정현숙
20060830,㈜삼부쇼핑,상영업,임동진
20061097,㈜서울메세나엔터프라이즈,상영업,이흥원
20061015,㈜성강산업개발,상영업,이강래
20060843,㈜성은,상영업,조장연
